ligand_id,SMILES,dG_bind,dG_bind_err
246,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1c(F)cccc1Cl,-1.486,0.462
247,Nc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,15.894,0.467
248,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CCC2)c1,11.496,0.481
249,CC1CC1C(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)ccn1,11.264,0.455
250,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2C(N)=O)c1,8.696,0.474
251,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)ccn1,18.35,0.469
252,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cc(F)ccc1Cl,0.277,0.464
253,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CCCCC2)c1,14.217,0.484
254,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1cccc(F)c1F,4.593,0.448
255,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(Cl)cc1,13.289,0.447
256,O=C(Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1)NC1CCC1,-1.36,0.469
257,O=C(Nc1ccnc(NC(=O)C2CCCCC2)c1)c1cccc(F)c1F,8.47,0.469
258,Cc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,18.759,0.473
259,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,9.335,0.464
260,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)ccn1,-2.389,0.461
261,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)ccn1,10.064,0.451
262,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,2.088,0.489
263,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)ccn1,0.1,0.471
264,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(N)cc2Cl)ccn1,6.034,0.478
265,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,3.488,0.458
266,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,1.084,0.481
267,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,2.309,0.509
268,CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,6.355,0.463
269,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C(N)=O)c2)c(Cl)c1,9.484,0.497
270,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1c(Cl)cccc1Br,1.353,0.453
271,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1c(Cl)cccc1Br,7.508,0.451
272,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,12.911,0.477
273,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,4.921,0.471
274,O=C1CC(C(=O)Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)C1,1.241,0.463
275,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C(N)=O)c2)c(Cl)c1,11.239,0.489
276,Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CCOC3)c2)c(Cl)c1,1.866,0.477
277,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,-2.448,0.472
278,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.171,0.468
279,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,-7.834,0.482
280,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1cc(F)ccc1F,2.77,0.446
281,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1ccc(F)cc1F,5.209,0.436
282,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCCC3)ncc2F)c(Cl)c1,1.316,0.494
283,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1cccc(Cl)c1,9.608,0.453
284,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,9.314,0.452
285,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,19.103,0.461
286,NC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)c(F)cn1,7.904,0.474
287,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c1Cl,10.999,0.456
288,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCC3)ncc2F)c(Cl)c1,1.342,0.484
289,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c(Cl)c1,5.451,0.466
290,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1ccc(F)cc1Cl,4.055,0.454
291,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1ccc(F)cc1Cl,1.54,0.448
292,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1ccc(F)cc1Cl,6.4,0.448
293,O=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(Cl)c1,7.004,0.477
294,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccc(Cl)cc1Cl,-2.414,0.461
295,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1cccc(Cl)c1F,9.795,0.457
296,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,11.223,0.455
297,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1cccc(Cl)c1F,10.751,0.469
298,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,4.71,0.457
299,O=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,0.688,0.48
300,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1cccc(Cl)c1,13.365,0.464
301,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,11.065,0.469
302,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,5.494,0.488
303,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cccc(Cl)c1F,5.828,0.463
304,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,2.909,0.462
305,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2(C)C)c1,11.179,0.473
306,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,11.908,0.483
307,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,-0.539,0.461
308,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cc(O)ccc1Cl,-0.847,0.465
309,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,3.901,0.456
310,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,8.57,0.472
311,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,1.408,0.467
312,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1ccccc1Cl,6.215,0.461
313,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(F)cccc2Cl)ccn1,-6.535,0.483
314,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1c(Cl)cc(CO)cc1Cl,11.139,0.491
315,O=C(Nc1ccnc(Nc2ccncc2)c1)c1c(Cl)cccc1Cl,-4.972,0.454
316,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cccnc1,-2.111,0.451
317,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1ccccc1,7.741,0.439
318,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1ccc(Cl)cc1,14.87,0.467
319,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,11.689,0.461
320,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccc(Cl)cc1,15.686,0.455
321,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1ccccc1C(F)(F)F,-1.108,0.45
322,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(F)cc1Cl,-0.025,0.448
323,Cc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCCC2)c1,9.303,0.473
324,Nc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,11.601,0.442
325,O=C(CC1CC1)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,-3.061,0.463
326,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,10.231,0.439
327,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c1F,6.379,0.439
328,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1c(Cl)cccc1Br,10.213,0.459
329,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3Cl)c2)c(Cl)c1,-3.68,0.483
330,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cc(O)ccc1Cl,-2.452,0.455
331,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,-1.795,0.471
332,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c(Cl)c1,10.894,0.502
333,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,7.432,0.491
334,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,6.556,0.482
335,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(Cl)cc(CO)cc1Cl,2.292,0.479
336,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,6.161,0.462
337,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c1Cl,7.116,0.469
338,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(C)C)c2)c(Cl)c1,13.493,0.485
339,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,5.152,0.484
340,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,14.736,0.461
341,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2N)ccn1,14.955,0.461
342,N#CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)ccn1,2.566,0.452
343,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,0.002,0.499
344,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(Cl)cc(CF)cc1Cl,6.518,0.476
345,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(Cl)cc(CF)cc1Cl,5.431,0.47
346,N#CC1CC1C(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccn1,11.072,0.468
347,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c(Cl)c1,8.841,0.472
348,O=C(Nc1cc(NC(=O)C2CC(O)C2)ncc1F)c1c(Cl)cccc1Cl,1.172,0.467
349,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,6.783,0.476
350,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1c(Cl)cccc1C(F)(F)F,10.421,0.475
351,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1ccccc1,10.919,0.45
352,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1ccc(F)cc1F,9.315,0.448
353,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c(Cl)c1,1.275,0.453
354,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1cccc(F)c1Cl,1.107,0.448
355,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c(Cl)c1,9.876,0.479
356,O=C1CC(C(=O)Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)C1,-3.145,0.456
357,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c1Cl,4.381,0.448
358,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1ccc(Cl)cc1F,11.171,0.452
359,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1cc(Cl)ccc1F,-2.308,0.443
360,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c1Cl,14.005,0.455
361,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cccc(F)c1Cl,-1.817,0.453
362,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,15.804,0.452
363,O=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCC3)ncc2F)c(Cl)c1,12.808,0.494
364,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1cccc(F)c1Cl,-2.448,0.444
365,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1ccc(Cl)cc1F,9.164,0.449
366,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1cc(Cl)ccc1F,5.476,0.448
367,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c1,-0.139,0.459
368,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c1,-3.361,0.456
369,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1cc(F)ccc1Cl,-1.529,0.449
370,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,-0.475,0.45
371,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c1,2.459,0.455
372,COc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,14.58,0.473
373,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,10.077,0.448
374,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,13.452,0.449
375,O=C(Nc1ccnc(NC(=O)C2CCCO2)c1)c1ccccc1Cl,9.252,0.458
376,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,16.942,0.452
377,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1ccc(Cl)cc1F,6.418,0.456
378,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1cc(Cl)ccc1F,-2.199,0.452
379,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,2.102,0.491
380,CC(=O)NCC1CC1C(=O)Nc1cc(NC(=O)c2ccccc2Cl)ccn1,7.1,0.495
381,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)ccn1,2.246,0.49
382,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)ccn1,-4.554,0.464
383,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,5.965,0.478
384,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,0.884,0.461
385,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,18.051,0.501
386,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,9.424,0.46
387,O=C(Nc1ccnc(Nc2ccccn2)c1)c1c(Cl)cccc1Cl,-0.349,0.452
388,O=C(Nc1ccnc(NC(=O)C2CCCCC2)c1)c1cccc(O)c1,13.34,0.472
389,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(F)ccc(F)c1Cl,2.179,0.449
390,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1ccccc1C(F)(F)F,4.092,0.464
391,O=C(Nc1cc(NC(=O)C2CCC2)ncc1F)c1ccc(F)cc1Cl,-1.875,0.456
392,Nc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)C2CCC2)c1,15.222,0.449
393,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cc(Cl)ccc1F,1.749,0.444
394,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1ccccc1C(F)(F)F,7.513,0.476
395,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1cccc(F)c1Cl,-5.94,0.447
396,Nc1cc(NC(=O)c2c(Cl)cc(NC(=O)C3CC3)cc2Cl)c(F)cn1,20.422,0.508
397,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CCCC2)c1,16.315,0.459
398,COc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)cc1,12.128,0.455
399,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1cccc(O)c1,9.188,0.446
400,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CCC3)c2)c1F,7.971,0.449
401,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1cccc(O)c1,13.658,0.459
402,Nc1cccc(C(=O)Nc2ccnc(NC(=O)C3CCCC3)c2)c1F,9.296,0.462
403,O=C(Nc1cc(NC(=O)C2CCCC2)ncc1F)c1ccc(F)cc1Cl,1.692,0.47
404,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(F)cccc1Br,1.064,0.445
405,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(F)ccc(F)c1Cl,-6.026,0.456
406,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1ccc(Cl)cc1F,0.696,0.444
407,Nc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C2CCC2)c1,14.636,0.452
408,Nc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CCOC3)c2)c1,4.78,0.465
409,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c(Cl)c1,7.095,0.511
410,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1,2.298,0.466
411,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(F)F)c2)c(Cl)c1,6.607,0.481
412,CC1CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)ccn1,-1.095,0.457
413,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1ccc(F)cc1Cl,4.838,0.464
414,CC1CC1C(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)ccn1,3.614,0.454
415,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1c(Cl)cc(CO)cc1Cl,10.5,0.478
416,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,3.928,0.463
417,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1cc(O)ccc1Cl,-6.938,0.446
418,O=C(Nc1ccnc(NC(=O)C2CC2F)c1)c1c(Cl)cc(CO)cc1Cl,3.139,0.476
419,N#CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)ccn1,1.713,0.484
420,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2(F)F)c1,5.969,0.468
421,Nc1ccc(C(=O)Nc2ccnc(NC(=O)C3CC(O)C3)c2)c(Cl)c1,6.053,0.47
422,O=C(Nc1ccnc(NC(=O)C2CC2(F)F)c1)c1cc(O)ccc1Cl,-0.396,0.452
423,CC(=O)Nc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(C)C)c2)c(Cl)c1,16.901,0.523
424,Nc1ccc(Cl)cc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,18.931,0.464
425,Nc1cc(Cl)ccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,19.829,0.471
426,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c(Cl)c1,0.102,0.474
427,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CC2)ncc1F,-0.933,0.452
428,Cc1ccc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3F)c2)c1,-0.258,0.45
429,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1c(Cl)cc(Cl)cc1Cl,3.221,0.477
430,CNC(=O)C1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(C)cc2Cl)ccn1,10.215,0.5
431,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2F)c1,8.4,0.457
432,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC(=O)C2)c1,5.832,0.464
433,CC(=O)c1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C)c2)c(Cl)c1,11.069,0.494
434,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1cc(F)ccc1Cl,0.144,0.46
435,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,6.452,0.496
436,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2COC2)c1,9.315,0.454
437,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)ccn1,5.253,0.468
438,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c1,-2.703,0.461
439,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CCCCC2)ncc1F,10.924,0.484
440,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,5.831,0.477
441,Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CC3)ncc2F)c(Cl)c1,9.954,0.469
442,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cccc2C(F)(F)F)ccn1,9.99,0.467
443,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC(=O)C3)c2)c(Cl)c1,4.278,0.488
444,Nc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,17.887,0.439
445,Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(Cl)c1,8.015,0.47
446,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,16.244,0.463
447,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1c(Cl)cc(CF)cc1Cl,12.619,0.487
448,Cc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CCOC2)c1,10.187,0.467
449,O=C(Nc1ccnc(NC(=O)C2CCC2)c1)c1ccc(O)cc1,12.707,0.449
450,Cc1ccc(C)c(C(=O)Nc2ccnc(NC(=O)C3CC3)c2)c1,11.072,0.45
451,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCC3)ncc2F)c1,-1.992,0.47
452,O=C(Nc1ccnc(NC(=O)C2CC2Cl)c1)c1c(F)cccc1F,-5.839,0.444
453,COc1cccc(Cl)c1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,3.375,0.469
454,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCCCC3)ncc2F)c1,-9.859,0.48
455,Nc1ccccc1C(=O)Nc1ccnc(NC(=O)C2CC2Cl)c1,17.611,0.448
456,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1cccc(Cl)c1F,5.088,0.451
457,O=C(Nc1ccnc(NC(=O)C2CCCC2)c1)c1ccc(O)cc1,17.227,0.462
458,O=C1CC(C(=O)Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)C1,3.738,0.457
459,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC(O)C2)c1,10.322,0.472
460,CC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Cl)ccn1,-2.569,0.439
461,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3COC3)c2)c(Cl)c1,2.888,0.475
462,O=C(Nc1cc(NC(=O)c2ccccc2Cl)ccn1)NC1CC1,-2.407,0.448
463,Nc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)C2CC2)c1,10.927,0.439
464,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1c(F)ccc(F)c1Cl,-0.509,0.449
465,Nc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,16.021,0.474
466,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)ccn1,13.64,0.487
467,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cccc(O)c1Cl,2.663,0.465
468,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2F)ccn1,7.935,0.467
469,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)ccn1,9.736,0.483
470,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCCC2)ncc1F,3.012,0.468
471,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1ccc(Cl)cc1F,11.146,0.464
472,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)C3CCC3)ncc2F)c(Cl)c1,12.697,0.507
473,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3C#N)c2)c(Cl)c1,6.707,0.489
474,C=Cc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CCOC3)c2)c(Cl)c1,7.379,0.49
475,COc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,0.348,0.47
476,Cc1c(Cl)cccc1C(=O)Nc1ccnc(NC(=O)C2CC2C)c1,9.228,0.464
477,O=C(Nc1ccnc(NC(=O)C2CC2CO)c1)c1cc(Cl)ccc1Cl,0.712,0.468
478,COc1cc(Cl)c(C(=O)Nc2ccnc(NC(=O)C3CC3(C)C)c2)c(Cl)c1,10.469,0.498
479,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cccc(F)c1Cl,3.077,0.462
480,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1cc(Cl)ccc1F,3.047,0.461
481,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C2CCC2)ncc1F,3.692,0.461
482,CC1(C)CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)ccn1,12.995,0.495
483,O=C(Nc1cc(NC(=O)C2CC2)ncc1F)c1c(Cl)cc(CO)cc1Cl,8.217,0.472
484,O=C(Nc1ccnc(NC(=O)C2COC2)c1)c1c(Cl)cccc1C(F)(F)F,9.686,0.469
485,CC1CC1C(=O)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)ccn1,13.876,0.476
486,O=C(Nc1ccnc(NC(=O)C2CC(O)C2)c1)c1ccc(O)cc1Cl,0.594,0.466
487,CC1CC1C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2F)ccn1,2.276,0.456
488,O=C(Nc1ccnc(NC(=O)C2CCOC2)c1)c1cccc(Cl)c1F,6.874,0.463
